D4,0,0,0,0,0,0,0,0,0,0,0,0,0
R2,0,0,0,0,0,0,0,0,0,0,0,0,0
R3,0,0,0,0,0,0,0,0,0,0,0,0,0
V1,60,60,60,60,60,60,60,60,60,60,60,30,30
V2,60,60,60,60,60,60,60,60,60,60,60,30,30
V3,0,12,11,10,9,8,7,6,5,4,3,2,1
V5,28,28,10,10,10,10,10,10,10,10,2,2,2
V7,2,2,2,2,2,2,2,1,1,1,1,1,1
R1,30,30,30,30,20,20,20,15,15,15,10,10,10
F3,30,30,30,30,30,15,15,15,15,0,0,0,0
R8,60,10,10,10,10,10,10,10,10,10,10,10,60
