D4,0,10,5,0,-10
D4,1,10,10,5,0
R2,0,0,0,0,0
R2,1,0,0,0,0
R3,0,30,30,15,0
R3,1,30,30,30,0
V1,0,50,50,30,30
V2,1,50,50,30,30
V3,0,60,20,0,-20
V3,1,60,20,0,-20
V5,0,0,0,0,0
V5,1,0,0,0,0
V7,0,0,0,0,0
V7,1,0,0,0,0
R1,0,30,30,15,15
R1,1,30,30,15,15
F3,0,30,10,0,-5
F3,1,30,10,0,-5
R8,0,10,10,10,30
R8,1,60,20,5,5
