D4,0,15,10,5
D4,1,15,10,5
R2,0,10,5,3
R2,1,10,5,3
R3,0,30,20,0
R3,1,30,15,0
V1,0,60,60,0
V2,1,60,60,0
V3,0,20,10,0
V3,1,20,10,0
V5,0,30,20,10
V5,1,30,20,10
V7,0,5,3,1
V7,1,7,4.75,2
R1,0,30,20,10
R1,1,30,20,10
F3,0,30,15,0
F3,1,30,15,0
R8,0,60,20,20
R8,1,60,20,20
