D4,0,5,10,10,5,5
D4,1,5,10,10,5,5
R2,0,4,4,4,5,5
R2,1,4,4,4,5,5
R3,0,0,0,15,30,30
R3,1,0,0,15,30,30
V1,0,20,20,20,40,40
V2,1,20,20,20,40,40
V3,0,10,20,20,10,5
V3,1,10,20,20,10,5
V5,0,20,20,20,30,30
V5,1,20,20,20,30,30
V7,0,1,1,1,2,2
V7,1,1,1,1,2,2
R1,0,20,20,25,30,15
R1,1,20,20,25,30,15
F3,0,7,15,30,15,7
F3,1,7,15,30,15,7
R8,0,40,30,30,10,10
R8,1,40,30,30,10,10
