D4,1,10,7,7,5,5,0,0,0,0,0,0,0,0
R2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
V1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
V2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
V3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
V5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
V7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
F3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
