D4,0,0,0,0,0,0,0
D4,1,0,0,0,0,0,0
R2,0,5,5,8,8,10,10
R2,1,5,5,8,8,10,10
R3,0,0,30,30,10,10,0
R3,1,0,30,30,10,10,0
V1,0,15,15,0,0,0,0
V2,1,15,15,0,0,0,0
V3,0,0,50,40,30,25,20
V3,1,0,50,40,30,25,20
V5,0,5,30,30,10,10,5
V5,1,5,30,30,10,10,5
V7,0,1,6,5,4,3,2
V7,1,1,8,6,4.5,3,2
R1,0,5,5,30,20,15,15
R1,1,5,5,30,20,15,15
F3,0,0,20,20,10,0,0
F3,1,0,20,20,10,0,0
R8,0,60,20,20,20,20,60
R8,1,60,20,20,20,20,60
