0,3,0,4,2,11,2,0,1,2,1,1,8,88,2,1,A,
0,2,1,0,2,7,65,1,1,0,2,3,4,49,3,2,A,
1,0,2,1,0,2,36,2,4,1,0,2,1,56,2,3,B,
1,3,0,5,1,12,72,3,4,1,0,6,12,26,1,4,B,
1,0,0,4,2,7,20,3,3,0,1,1,0,0,1,5,,
1,4,0,5,1,12,82,0,1,1,5,1,3,19,0,6,,
0,1,0,5,1,0,0,3,4,1,5,1,7,31,3,7,,
1,4,1,0,3,0,0,1,1,0,0,3,6,31,0,8,,
1,2,2,2,0,3,31,1,0,2,3,0,0,0,1,9,,
1,2,1,0,2,11,47,1,3,0,0,5,0,0,2,10,,
0,0,2,3,1,8,39,1,3,2,5,2,6,23,3,11,A,
1,4,1,1,3,9,33,2,2,2,0,6,8,15,1,12,A,
1,1,0,4,2,7,61,2,4,0,2,4,8,45,1,13,A,
0,3,2,4,1,0,0,2,4,1,0,2,6,31,3,14,,
0,0,1,1,0,7,17,1,4,0,5,2,0,0,3,15,,
1,1,0,3,1,2,40,3,1,2,5,1,8,29,3,16,B,
1,1,0,2,1,5,51,0,2,0,4,0,7,42,2,17,B,
0,1,0,1,3,11,90,2,1,2,5,1,4,49,0,18,A,
0,4,2,4,0,9,2,3,0,0,3,2,3,22,2,19,A,
1,3,2,5,0,3,81,3,0,2,5,0,8,50,0,20,B,
1,0,2,1,1,12,25,3,2,0,1,1,5,2,3,21,B,
0,2,0,4,0,10,43,0,2,0,4,0,2,72,0,22,A,
0,0,2,4,1,0,0,0,3,2,5,0,0,0,0,23,,
1,2,0,5,1,2,31,3,2,2,2,0,11,74,1,24,A,
1,3,0,2,2,6,80,0,2,2,5,0,11,52,2,25,A,
0,1,0,1,1,9,44,3,4,0,1,4,4,5,0,26,B,
0,0,0,0,4,11,51,3,3,0,4,1,3,66,0,27,A,
1,1,2,4,2,13,21,1,0,1,2,2,10,11,1,28,,
0,0,1,4,0,7,1,2,3,0,4,2,3,63,2,29,A,
0,1,0,2,3,0,0,0,3,2,1,4,2,31,3,30,,
1,2,1,2,3,12,46,3,2,0,1,2,1,26,3,31,A,
1,4,1,1,4,4,61,0,4,2,5,1,0,0,3,32,,
0,2,1,4,1,2,1,1,0,1,1,1,13,3,0,33,,
1,4,1,4,1,7,64,2,3,2,2,0,13,66,2,34,,
1,1,2,4,2,12,12,1,4,1,4,1,1,71,1,35,A,
1,3,2,0,2,2,59,0,3,0,1,0,3,84,0,36,B,
0,4,2,4,2,10,65,3,1,0,3,2,10,74,1,37,A,
0,1,1,2,3,13,4,3,3,2,2,0,5,54,0,38,,
1,2,2,0,2,0,0,0,1,2,1,2,0,0,0,39,,
0,2,1,2,3,12,43,3,3,2,1,3,8,9,3,40,B,
1,2,2,3,0,10,82,1,0,1,1,2,5,50,1,41,A,
0,4,2,0,6,13,18,2,4,0,4,0,6,43,2,42,,
1,2,2,1,2,6,25,3,1,0,0,2,0,0,0,43,,
1,4,2,0,6,3,27,1,2,1,2,3,13,13,2,44,,
1,1,0,2,0,6,39,1,1,2,1,2,7,90,0,45,B,
0,4,0,5,2,1,28,2,0,1,4,1,2,71,0,46,A,
0,4,2,1,4,13,47,2,4,2,1,2,2,23,2,47,,
1,4,0,2,3,7,30,0,1,1,3,2,6,37,0,48,A,
0,3,0,5,2,5,50,1,1,0,4,1,5,4,1,49,B,
0,0,2,4,2,5,73,0,1,1,0,4,13,33,3,50,,
1,2,0,1,3,5,46,0,2,2,2,3,5,37,2,51,B,
1,1,1,1,0,7,14,1,4,0,0,6,3,76,0,52,B,
0,3,0,3,0,4,45,1,0,0,0,3,10,76,2,53,A,
0,3,1,2,3,6,33,3,4,2,4,2,0,0,1,54,,
1,2,1,3,1,10,88,2,2,2,3,0,12,57,2,55,A,
1,4,2,0,3,13,12,0,0,1,4,0,6,31,2,56,,
1,2,0,5,0,4,58,3,0,0,2,0,6,42,0,57,A,
0,1,1,4,1,12,21,0,4,2,5,2,10,46,0,58,B,
1,0,2,1,0,9,34,2,2,2,5,0,9,68,0,59,A,
1,1,2,2,4,3,24,2,1,2,4,1,11,10,1,60,B,
1,0,0,1,1,2,81,2,2,1,5,0,2,45,1,61,A,
0,0,2,2,1,12,22,1,1,1,5,2,11,54,0,62,A,
0,3,1,5,1,6,80,1,0,1,1,0,0,0,1,63,,
1,0,1,2,4,12,45,3,4,0,2,0,8,56,2,64,B,
1,0,1,3,1,8,44,3,4,1,3,2,5,23,2,65,B,
0,3,0,2,0,4,81,2,0,1,3,2,5,35,2,66,A,
1,0,1,3,2,9,47,2,2,0,2,2,4,14,2,67,A,
1,1,0,4,1,6,55,3,3,2,5,0,4,66,1,68,B,
1,4,0,1,3,4,10,0,1,1,4,2,7,83,0,69,A,
1,2,0,1,3,1,78,1,1,1,4,1,1,66,3,70,A,
0,1,0,1,0,4,9,2,3,2,0,5,10,10,3,71,B,
1,1,2,4,2,8,42,1,4,1,2,2,5,61,1,72,B,
1,1,1,1,0,11,7,3,2,0,1,0,2,47,3,73,A,
1,4,1,0,3,1,46,2,3,0,0,6,6,48,2,74,B,
1,3,1,4,1,2,69,1,3,0,0,3,1,53,3,75,B,
0,3,1,2,1,11,74,0,3,0,1,0,10,7,2,76,B,
0,3,1,5,2,4,23,3,4,0,3,1,0,0,1,77,,
0,2,2,5,1,0,0,2,1,0,3,2,0,0,1,78,,
1,2,2,2,4,13,64,3,1,2,2,1,3,77,1,79,,
0,4,2,2,1,0,0,0,4,0,5,1,6,83,1,80,,
1,2,1,3,2,3,19,3,4,1,1,0,9,16,0,81,B,
1,4,0,1,0,4,36,3,2,1,2,1,4,3,0,82,B,
1,2,1,4,1,10,72,3,4,1,1,2,9,41,0,83,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
