1,3,0,4,1,10,66,0,0,1,2,4,10,63,0,1,B,
1,0,1,1,2,8,35,0,3,0,2,4,3,66,0,2,B,
1,3,2,0,5,13,68,0,0,0,2,3,7,2,3,3,A,
1,1,1,3,1,12,45,3,4,2,0,5,9,28,0,4,B,
0,4,2,5,1,10,3,2,1,1,3,0,12,82,1,5,A,
0,3,0,1,2,13,32,1,1,0,2,0,4,18,1,6,A,
1,4,2,4,2,1,27,2,3,1,2,0,2,28,0,7,B,
0,2,0,0,6,10,51,3,4,0,0,3,11,36,2,8,B,
1,4,2,2,4,7,53,3,2,0,0,4,13,13,0,9,B,
1,0,2,2,1,5,73,3,1,0,0,4,7,45,0,10,B,
0,2,0,4,0,2,43,0,0,2,0,2,3,52,3,11,A,
1,4,0,1,0,3,7,3,0,2,0,6,4,30,3,12,B,
1,0,1,5,2,0,0,1,0,0,0,5,11,16,1,13,,
1,3,0,2,3,2,6,0,1,2,4,2,12,37,0,14,B,
0,1,0,4,1,4,6,3,2,2,3,2,12,15,3,15,B,
0,0,0,0,4,8,77,0,2,0,3,1,13,53,0,16,A,
1,4,2,4,0,2,76,1,3,0,4,2,1,28,0,17,A,
1,1,0,2,0,1,30,1,3,0,2,2,8,21,3,18,A,
1,1,0,2,0,5,51,2,0,2,1,3,2,88,1,19,B,
0,4,0,3,1,5,13,1,3,1,2,4,2,71,3,20,A,
1,4,2,5,1,11,29,2,4,2,3,0,9,79,1,21,A,
0,0,2,3,2,3,32,3,0,2,4,1,8,67,0,22,B,
1,4,2,2,2,10,76,2,4,2,5,0,13,14,2,23,A,
0,4,1,0,3,3,89,3,1,0,1,4,9,79,0,24,B,
0,1,1,2,0,10,23,3,2,0,5,1,5,19,1,25,B,
0,3,2,3,0,2,39,0,1,2,2,0,2,60,3,26,A,
0,4,2,2,3,4,57,1,0,0,4,1,0,0,1,27,,
0,3,0,2,2,8,30,0,3,0,5,1,8,54,2,28,A,
0,2,0,3,0,13,8,2,4,2,5,2,6,64,0,29,B,
0,4,1,2,1,13,61,2,4,2,4,1,8,1,2,30,A,
1,1,2,3,2,6,3,0,3,1,5,1,13,37,2,31,A,
0,4,0,2,4,5,90,0,3,0,4,0,12,86,2,32,A,
1,4,1,3,1,6,37,3,0,0,3,0,11,55,1,33,A,
1,3,2,0,5,5,64,3,4,0,4,0,7,11,1,34,A,
1,4,2,4,1,6,54,2,2,0,2,1,5,48,2,35,A,
1,3,0,3,2,13,84,1,2,2,3,0,4,73,3,36,A,
1,0,1,0,4,13,76,0,4,2,2,2,10,34,3,37,A,
0,2,1,2,3,12,48,3,4,0,1,1,3,80,2,38,B,
1,4,2,0,5,6,19,0,2,1,0,4,0,0,2,39,,
1,1,1,4,2,5,79,3,1,0,0,5,11,59,3,40,B,
0,3,0,5,1,8,73,1,3,1,5,2,12,20,1,41,B,
1,4,2,2,3,0,0,1,1,0,3,1,11,40,2,42,,
0,1,2,1,4,2,4,0,4,1,1,1,8,70,3,43,A,
1,3,1,2,3,12,9,3,4,2,1,1,8,10,0,44,B,
1,4,0,1,1,9,50,1,1,0,4,0,11,35,0,45,A,
0,1,1,4,1,10,81,3,0,0,1,2,0,0,1,46,,
0,2,2,3,0,5,13,0,1,0,1,3,0,0,0,47,,
1,4,2,4,2,1,51,0,3,2,5,2,10,19,3,48,A,
